,reviews,senti
209,product awesome picture quality great cameraif want background blur uneed purchase canon lens connect camera enjoy,1
210,excellent camera beginner handy australia tour,1
211,picture quality good amateur like easy still learn battery life good well charge fullest came back three trip shillong still going,1
212,exclusively beginner picture clear light compare indoor recommended nature photographer,1
213,good camera beginner picture video quality good using making youtube video good product cost,1
214,camera perfect amateur photographer auto focusing smooth quality body lite well help taking quality picture control confusing especially menu however enthusiastic person able figure control pretty easily fabulous product,1
215,everything good without lens model lens digital focusavoid lens come modelautofocus missed videomodeso suitable gimbels,1
216,amazing product appreciation every picture take camera beginner like absolute ease photo transfer photo laptop made simple happen minute excellent product,1
217,dont expect fast camera good lens make noise autofocusing sometimes youd prefer manual focus absolutely shooting video picture quality average bought okay anyways beginner attached clicked portrait friend,1
218,easy know setting also dont know photography camera still learn mainly every thing camera helpful beginner autofocus picture quality nice time manual mode create time click picture,1
219,nice,1
220,first dslr happy itit come enough feature every beginner needsbut thing dislike support local external flash gunlike sonia digitekgodoxonly canon original flashgun work worth,1
221,good beginner well professional user price high picture quality camera give nikon give great photo blur background also best price range,1
222,best priced dslr tough much photography bought personal compatible kind photography know star pricing,1
223,look like higher dslr feel good hand love canon picture quality good expectation light also performs well like canon,1
224,amazing photo beginner photographynice featureslight weightd also good option,1
225,auto mode really nice except flash bought price,1
226,good quality photo getting really good start beginner easy handle wifi advantage price little high,1
227,good camera good picture quality best photo experience,1
228,perfect beginner level dslr pixel quality used year best dslrs good battery best lens camera body heavybut best price,1
229,good learning photography online video tutorial photography canon setting minimal easy understand basic concept photography professional photographer canon canon notch entry level dslr,1
230,good begineers able autofocus shooting video picture quality okay nikon point sooot camera better,1
231,think best product beginner great shoot captured sample attached shoot follow instagram iamhemantsoni,1
232,awesome camera canon picture quality awesome thanx amazon providing best quality material,1
233,start withcame good packaging digital camera brownie point technology wifi lithium battery good beginner easy handle,1
234,excellent camera auto focus easy shoot picture effort quality camera beginner wait great india festival massive discount,1
235,nice canon best camera beginner available market compared sony nikon simple much confusing beginner,1
236,camera good minor flawsprosexcellent picture quality depends person using first learn settingseasy transfer wifigood build qualitycons autofocus slowlowlight image upto marknot suitable video,1
237,loved great camera beginner price range attached sample image image taken using lens,1
238,dont item amazonits fraud receive short item solution bill amount match order bill invoice dslr camera good,1
239,excellent beginner better competitor brand interms user friendly interface sharing picture wifi make handy,1
240,camera good lens goodjust oknot value money,1
241,first dslr camera enjoying fargood beginner picture quality natural color sharing canon mobile good,1
242,delivery speed awesomeno need mention quality canon dslrs always greatthank amazon,1
243,good autofocus battery backup operating wifi connectivity weightbad picture quality much good,1
244,unbelievable picture quality price become familiar camera might adjust shutter speed light great beginner getting blogging youtube spend extra also dual pixel auto focus fast moving object,1
245,seal already open price product drastically decreased purchase lens working properly happy seller dont seller genuine product seal already opened,1
246,best price,1
247,time safe delivery amazongood camera canon beginersthe auto focus work goodoverall star given,1
248,awesome camera price range,1
249,tried product normal lensits good beginner loving photographygood productvalye money easy,1
250,superb camera beginner noted noise image whatever setting always considerable amount noise,1
251,nice product beginner,1
252,good deal amazon prime product delivered next safely delivered product capturing moment great clarity auto focus good dslr starter,1
253,nice beginnersbut photographynot video video autofocus,1
254,thanks amazon prime delivered next packing awesome learning camera tried feature picture quality good need lens ever received good,1
255,good beginner good camerain accessory camera lens carry baggb memory card canon strap charger power cable instruction sharing shot taken canon,1
256,nice camera beginers photography good videography auto focus according price range good recomend begeinners photography wounderful camera price,1
257,beginnersbudget friendly camera photography videography,1
258,canon snaped night nightyeah easy handle carrythen special feature camera connect smart phone without touch camera control smart phoneawesome picture quality,1
259,best camera price card missing,1
260,best beginner nice picture quality,1
261,delivered time packing great easy well,1
262,best budged dslr beginner like autofocus portrait mode,1
263,professional first time owning dslr packaging good delivery good,1
264,bought camera yesterday great deal received perfect brand camera accessory judging thousand positive review youtube vloggers think best entry level dslr beginner like thank amazon,1
265,picture quality general like social medium photographyfamily functionsvery easy usenice built built qualityworth money disappointing carry good quality,1
266,send product already registered month back someone register without opening product mean used waste product right,0
267,initially thought would give average image awesome need good value setting blow mind though first dslr year film need work,1
268,outstanding dslr camera beginner bought sister under shes loving,1
269,best camera budget especially beginner,1
270,data transfer cable availableno alternate battery availablefull charge battery duration hrsimage quality poor charge battery,0
271,autofocus lens isnt enough macro photographyhowever performance awsome well versed manual setting,1
272,dream camera love feel fantasy like precious purchase word product feel high level thrill really explain qualitythanks,1
273,loving really great price point brought canon giving awesome result really great product begginers really easy satisfactory light photography,1
274,beginner camera great additional lens also goodthe great good enough basic usethanks,1
275,always feel great hold canon camera hand really good time spending snapping favourite month purchasing little champ feel awesome,1
276,nice product easy handle picture came good beginner right choice,1
277,meritsgood picture qualitybest priceeasy click still photoseasy gandle share picturesdemeritsnot suitable shooting instant videosheavy look like photographer keep,1
278,prime salesvalue moneyrecommended beginner,1
279,great camera beginner begin self explanatory feature also help understanding various mode true beginner camera,1
280,thing good except data cable present seller need mention accessory list bill,1
281,loved productalthough cheaper side still manages capture wonderful shot sample lens,1
282,amazing camera beginner auto focus take time using display faster using piece video quality good,1
283,well satisfied productbut take time auto focusvery suit good beginnersi wont recommend professionalsbut lens disappointedso sure lens,1
284,awsonejust itpicture quality good nightworth moneyeasily handel loved,1
285,dont blindly doesnt jack video recording external audio recorder,1
286,best entry level basic dslr camera deal price amazon good result thanks amazon demerit dslr seems lagging date time stamp option photo,1
287,product good beginnersbut camera night performance poor standing product,0
288,good beginnersyou learn basic awesome camera,1
289,nice product value money good beginner satisfied product,1
290,camera working didnt give replacement option return disappointed,0
291,closeup short cant ordinary external flash flash costly,0
292,ideal beginnersjust adjust shutter speed dont know auto mode click consno dedicated video button,1
293,camera unsealed packingit seems someone tried open didnt expect type packing expensive thing,1
294,tech illiterate like please write bold camera cannot record sound neither external mike used model please dont camera intend record video,1
295,product good battery charger getting charged returned product take effort return product amazon support respond fast,1
296,good dslr lense together using small lense capture shot distance camera need lean trick capture good picturegood dslr,1
297,really good entry level dslr beginner great photography looking video camera,1
298,good product easy beginner,1
299,worth moneygood focus battery life weight carry pictureand video qualityyrecommend begginers,1
300,auto focus good also picture qualitg good,1
301,good product beginner creative auto focus best mode click photo dont much knowledge photography,1
302,seriously paying product would expect atleast come card nooo utterly disgusting regret purchasing flipkart come,0
303,great camera begginer image quality also good want suggest purchase canon lens best portrait photography,1
304,cant connect shotgun dont tell happy,0
305,beginner deep till able feel satisfied done,1
306,great camera useful beginner great picture quality good genuine product delivered amazon,1
307,received memory card,1
308,beginner using dslrs really liked term photo quality ease useafter going online video,1
309,good demo required beginner buying heavier basic camera model brand quality delivery packaging product good,1
310,hate battery camera battery backup poor trip need carry extra battery camera disappointing,0
311,iphone camera better dslr please nikon sharpness color better nikon,1
312,camera okay however lens poor,0
313,best beginner picture quality excellentbudget friendly,1
314,purchase awosme packging good assesserios good noting accessory,1
315,beginner take quality handling really awesome picture quality auto focus also superb give canon eosd,1
316,auto focus camera pathetic image quality quite good object finder doesnt work wellbetter canon external audio recording option,0
317,great product,1
318,amazing dslr great indian festival also delivery delivery date thnx amazon providing wonderful product delivering time,1
319,camera nice auto focus mode amazing picture quality however lens basic recommend product lens,1
320,good quality technology share taken instantly device using wifi option nothing product need learn,1
321,wifi function able connect computer book directly,1
322,camera awesome proce range picture quality nice mainly video quality nice,1
323,superb product image distinct vivid,1
324,camera good product dont amazon really fraudulent industry provided cable memory card pack camera accept return,1
325,nice camera purchase without doubt wifi option expect lens budget,1
326,professional click good quality image better exposure armature lens speed knowledge product good start canon budget dslr best decision,1
327,first time bought camera nice camera beginner satisfied result good quality product fast delivery happy product thanks amazon,1
328,poor qualityand return availablecustomer care refuse return time purchase return facility available,0
329,excellent product beginner photography,1
330,lens make little noise ignore think best camera youre beginner bought sale earphone free focal sense,1
331,love,1
332,everything good,1
333,please arrange replace card supplied card working hence request,1
334,good beginner dslr,1
335,awesome camera beginner tried option ever tried worked good auto focus colour adjustment working good eager option happy product,1
336,wanted decent camera within budget though havenot would known could save thousand camera basic lens beginner want,1
337,nice camera value money product,1
338,amazing product easy useful beginner great picture quality super battery backup doubt buying beginner,1
339,however incomplete without canon telephoto zoom lens,1
340,price basis give star though rest must beginner need start spending delivers,1
341,guysthis photo click lens giving star lens battery backup average range camera best happy product thanks,1
342,great camera begineers used house function learning photographym include auto focus stabilizer good feature picture quality excellent love product,1
343,good beginner noisy autofocus live view mode sluggish focus,0
344,good camera beginner photography purchasing include lens experiment field photography,1
345,think want canon dslr combo lense dslr expensive combo affordable basic lense thing missing hope review help right thing,1
346,camera decent price picture quality also satisfying,1
347,love product price thanks amazon,1
348,good camera beginnersuse manual focus better autofocus good image quality,1
349,suoerbbbbb,1
350,autofocus video mode poor better choose mirror lessi used year,0
351,good auto focus picture quality excellent,1
352,autofocus excellent lens subject battery also excellent picture quality good,1
353,battery charging received defective battery,0
354,great,1
355,like,1
356,beginner camerabattery backup niceall lens goodamazon delivery need improve fast service,1
357,best beginner worth money,1
358,smooth transition someone switching compact easy handle function reasonable zoom basic lenswill require significant post processing photo professional looking photo,1
359,think best food photography biginnersi really like still photography videographyalong using prime lense best result,1
360,replace item late cunsmer court come executive tommorow going home town urgent,1
361,product good take better picture form mobile camera camper stupid stuff,1
362,camera price range highly recommended camera picture quality battery life good need another battery canon recommended highly,1
363,first dslr excited happy quality photo clicked till nowgood beginner price high,1
364,perfect product beginnerspicture quality goodreceive different type lens card batterybut didi provide carry case,1
365,auto focus accurategood start beginnerspicture quality fine much expected,1
366,good dslr premium lookgood picture quality great battery lifegood carry casebut auto focusing video even photographynd lens zoom ideal basic,1
367,best biggners easy loved clicking easy transfer phone good personal family picture,1
368,though good doesnt proper flash support lacking facility look awkward,1
369,failed deliver background blur photo,0
370,canon brand blindly trustbest entry level cropped sensor camera,1
371,camera good feature main thing liked made camera price price lenses,1
372,really nice camera wish pricing little camera good unhappy amazon basic camera available,1
373,nice camera budget function working properly overall good performance,1
374,picture quality ease made delighted family drive ride last month,1
375,picture quality beautiful word,1
376,average performance,1
377,took around awesome purchase prize range wanna product please take prime lense along lense useful,1
378,super okkkkkkkkkk,1
379,camera quality extremely good picture quality good auto focus sufficiently good video also fine everything would need beginner final choice,1
380,nice camera video shooting markyou opened sealed packed warranty issuei really dont like thatotherwise,0
381,product great price worth money good initial photography,1
382,bought idea work autofocus feature really make easy start shootingone best begineers,1
383,first camera handy overall body quality awesome want good quality photo lens well,1
384,beginner love dslr using camera past month impressive elegant would recommend thus camera market best quality dslr budget simply,1
385,good dslr camera beginner nice auto focus mode great picture quality,1
386,good beginner worth price like feature comfort handling lens good,1
387,worst product,0
388,good entry level wifi useful,1
389,could diwali offer made professional photographer,1
390,good except video quality satisfied overall good,1
391,goodi,1
392,tejashvirajgmailcomcontact detail,1
393,photo quality,1
394,expectation wifi transfer photo cool feature,1
395,good dslr beginner good picture quality easy,1
396,camera basic beginner camera nothing excites camera still figuring camera quality normal like good mobile camera nothing coolhuh,1
397,loving happy delivered earlier best beginner picture quality great wifi option easily transfer mobile,1
398,love camera good nice zoom night mode motion photography everything good,1
399,bought product price price excellent product bigginers quality picture amaizing,1
400,good camerain love cameraamazon best deliver happy,1
401,good need clarity much getting making manually setting properly picture clarity,1
402,best entry level dslr market till date without second thought grab,1
403,superb qualityeasy access everyone onebest dslr useful whoever want plan trip thanks amazon whoever want rent reasonable price please contact,1
404,product nice thing difficult understand option beginers online video help uskudos amazon great deal spontaneous delivery,1
405,offer lense camera body focal earphone also free thisthat good deal,1
406,camera good easy handle function well good product price level beginner many function work good,1
407,excellent product,1
408,like muchsuper quality,1
409,first camera want check click camera feel overall performance good expectedwithout doubt,1
410,delivered perfect condition,1
411,good like,1
412,best lens camera,1
413,like camera lightweight good quality picture oral good beginner,1
414,good camera price,1
415,worest product refund money raise issue possible coustmer care excutive filed case consumer court next hour,1
416,thank amazon selling product cheapits amazing camerai discount card amazon,1
417,good product battery charger good,1
418,must entry level dslr camera price point easy easily connet mobile edit picsbuilt quality finememory card cary also good quality,1
419,good butamazon lens lens available complain amazon cant help chet amazoncheeter amazon frod weist money play,1
420,full value money purchased better mobile camera tiny digital camera vast difference,1
421,super picture quality offer price,1
422,unsealed leter held together cello tape seal broken unsatisfactory returning,0
423,auto focus crap otherwise great camera especially entry level beginner,1
424,clearly price amazing great starter camera,1
425,canon best suited begginer received product second orderthe price affordable facility offeredit support auto focus lens also changedit also support wifi,1
426,memory card carry must check first ordering camera whether come camera,1
427,good beginner great picture quality battery back good,1
428,seller provided faulty battary charger complete waste money buying product careful check rating seller price perfect,1
429,need lens sure good camera beginner looking budget right choice,1
430,great dslr camera shot film easy handle well light weight,1
431,good product good beginner learn bought,1
432,value money bought,1
433,awesome picture claritywifi function added color owing dream,1
434,like beginnerlevel dslrs performs poorly light expect great night dusk shotsthe lens despite reservation functional delivers reasonable photo,1
435,begginers best camera option really handy accessable could easily changed appature shutter speed begginer much confident love,1
436,,1
437,everything going well quality picture affordable cost thing much disappointed ordered credit card cost show total payment card next month,1
438,great deal amazon went couldnt much price came surely best either compact good starter like self,1
439,contains camera lens doesn memory card promised buying seller highly recommended,1
440,good,1
441,amazing product cannon camere seriesuseful inhouse nature function spare time photography take high quality picspicture quality ausom,1
442,camera amazing,1
443,best camera beginner easy learn light weight make easy carry good battery backup worth buying,1
444,think good mind somebody opend mean original seal original seal cutting,1
445,product expected,1
446,best camera used autofocus good good cannon signature color love,1
447,received order best product power consumption easy mobile connect,1
448,dont order product amazon card replacement product agian card missing,0
449,canon camera super classjust star giving memory card mentioned info,1
450,first dslr product budget coming fetures every basic feature want experiment auto focus good night work great lens,1
451,best camara price best biginners picture quality amazing camara feature camara best value money,1
452,awesome,1
453,original product extra,1
454,price photo quality port available dslr mouse jack available working,1
455,beautiful,1
456,worth price,1
457,discount need careful click beauty handy point shoot,1
458,dislike wrong item ordered canon received canon satisfied product pick item money back,0
459,good product youtube channel raja singh vlog upload daily vlog shoot cannon check quality superb,1
460,great product value money,1
461,good dslr bignnerinterface cannon easy understandin value moneyseller helpfull cooperative,1
462,first dslr happy auto focus mode take easy photo without complicationsimage stabilizer also good,1
463,camera biggner professional purpose,1
464,cheapest seller satisfied,1
465,picture quality really good easy worth really superb,1
466,good beginner professional camera,1
467,good beginner spend ahead colour reproduction great,1
468,perfect beginner levelyou surely love experiment itimage clarity especially built wifi connectivity lovabledo stop lensplay different lens,1
469,cant connect external cantcatch audio distanceslow adjust auto focus,1
470,good dslrbut flash goodwithout flash picture looking good,1
471,good camera picture quality love dslr like month camera good experience nice cost quality,1
472,year stop charging,0
473,camera awesome liked interface canon camera found regarding auto focus auto focus point manual focusing easily done beginner,1
474,decent deal salest dslr overall satisfied experience,1
475,quality goodeasy adoptive technology great beginner,1
476,best deal great indian sale,1
477,picture capture dslr good picture quality good beginner,1
478,camera came well packaged time well pleased seller took time ring find product happy,1
479,good price amazon,1
480,best part brought price diwali sale great camera amateur photographer like,1
481,compared model brand good easy much scope learn beginner,1
482,good beginner price better performance comparitively,1
483,thank much amazon canon giving dream ladder hope worked hard situation also happy today thank much,1
484,handy picture quality super easy transfer picture videoseasy understand optionsmy first dslr camera,1
485,beginner good product around,1
486,amazing product beginner good quality easy,1
487,must beginner canon easy,1
488,best pricebut best camera,1
489,liked camerabut much goodbecause using year think image quality getting,1
490,priced product strap provided auto focus work messy attach deattach lensrequired professional training easy beginner,1
491,good product,1
492,camera good courier ecom express opened cover inside,1
493,good beginner good picture quality night moving object image mind blowing love first digital camerabut price little high otherwise best beginner,1
494,beginner must,1
495,good beginner like,1
496,actually best budget entry level camera beginner budget bought amazon great indian festival recommend,1
497,best,1
498,good,1
499,good,1
500,best camera range,1
501,supb camera rangeexcellent performanceall accessory cool mate black colour packing also goodfree earphone super quality wire sound,1
502,battery charger hets quickly battery also,1
503,excellent camerafast delivery canon amazon,1
504,like package,1
505,awesomesome clicked lense,1
506,best camera beginner easy,1
507,received damaged product missing part,0
508,sooper,1
509,good picture quality,1
510,worst experience amazon memory card missed call amazon customer care response email also amazon,1
511,feel heavymoderate quality default lense,1
512,bought canon camera card opened bought product,1
513,month usei writing reviewits amazingpicture quality greati batterybattery backup also amazingits nice cameraand also great amazon service,1
514,good product begginers rely completely,1
515,nice product beginner,1
516,bought camera gift husband much satisfied worried technical thing weak description detail given amazon helpful,1
517,first dslrthe picture quality awesomethe portrait amazingbut video recording auto focus,1
518,browser support html video goodi using product month good like product,1
519,battery working blinking rapidly charge pretty sure defective piece please help,1
520,good product much happy picture quality,1
521,good deal,1
522,bought good deal,1
523,back money,1
524,good budget friendly dslr beginner came good shot mobile phone arent able capture,1
525,camera good beginner,1
526,overall good product beginner,1
527,auto focus percentile usual thing beginner awesome camera loved awesome picture qualityi liked amazon service,1
528,nice dslr camera easy picture quality perfect,1
529,battery backup good portrait photography average lens buying price good thanks amazon,1
530,best,1
531,looking beginner level camera also starting photography,1
532,good beginner price range camerapicture quality good,1
533,type product,1
534,super cemara,1
535,price best dslr beginner everything perfectly designed without thought,1
536,good,1
537,good camera beginner give better outdoor photography nikon month used many time natural street occasional photography best,1
538,beginner perfectmobile wifi connection also good,1
539,really good worth leant reap benefit,1
540,ideal beginner picture quality good wifi sharing available auto focus photography light area upto mark,1
541,browser support html video good avarage price single lence light weight good,1
542,best camera beginner professionala,1
543,second lens also,1
544,awesome product doesnt need review best beginner,1
545,camera good beginner picture quality clear auto focus good take long time focus,1
546,excellent product good price trust seller appario retail sell original product,1
547,really like product perfect beginner photographer find invoice inside packaging mistake thing,1
548,canon auto focus point take time focus object best beginner learn photography dslr,1
549,good camera beginner picture quality good compared canon also wifi option good connect smartphone,1
550,like quality function camera data cable absent important,1
551,nice product worth buying budget bought great indian sale lesser price worth buying,1
552,auto focus decent according pricepicture quality also goodit good option beginner tight budget,1
553,great camera price range easy,1
554,really like build quality cameraai fast reliablemanual operation also seamless value money,1
555,dslr nice taking beginner picture clarity good auto focus nice lens,1
556,crisp clear pictureesy usevalue moneygood battery backupwell deleverdthanks amazon seller,1
557,good camera beginner also professional,1
558,good,1
559,camera come good lens good picture quality zooming also good good according budget ordered amazon happy thank,1
560,beginner best option photography goodvideography goodoverall good,1
561,long distance doesnt work,1
562,camera help really beginner experienced want good experience camera definitely,1
563,good performance good beginner quality good compare sony,1
564,best beginner meant videography,1
565,nice really love thank much amazon price really like price also love amazon,1
566,excellent option dslr beginnersthe picture quality goodbattery life good particularly without display operating also easy simple,1
567,good product liveview shooting required proper light measurement liveview photo capture easy,1
568,received,1
569,amazing entry level camera perfect beginner slight autofocus problembut none lessabsolute bangforbucks,1
570,nice,1
571,handy preset mode helpful taking picture,1
572,picture wuality awsm,1
573,product awesome begineers purchased small lens better purchase lens alsowill better travel hill area,1
574,outstanding camera,1
575,first dslr camera week clearly best camera beginner price range biginner,1
576,amature start,1
577,good camera useful beginner value money thankyou amazon,1
578,best camera beginner thanks amazon camera focus every thing nice,1
579,good,1
580,amazing product dedicated video button missing,1
581,good dslr camera really good,1
582,great productgood sellerreceived authentic product,1
583,best camera beginnersthe picture quality awesomethe auto focus excellenttotally camera worth price,1
584,good camera beginner picture tell story,1
585,like design prime feature faced issue taking picture video mode,1
586,first dslr happy productthe best beginner level dslr market,1
587,good product picture quality also good,1
588,working dslr normal camera,1
589,easy picture quality great,1
590,recording button convenient good light image,1
591,awsom camera beginner,1
592,really good product beginner specially picture quality awesomebuy want start shoot,1
593,,0
594,excellent cameraeasy good beginner picture quality excellent,1
595,best camera range beginner,1
596,good camera high resolution,1
597,superb quality everything,1
598,first time dslr happy,1
599,good product worth picture quality hate picture quality camera,1
600,happy decision,1
601,first dslr purchase love clicking decent picture recommended camera learn,1
602,best ever camera beginner,1
603,best great camera happy photo quality okbest seller packing coming damage bestthanks nice,1
604,amazing product,1
605,good,1
606,camera received good condition included disappointment,0
607,camera,1
608,money lens good dslr price bracket,1
609,good available bluetooth facility,1
610,nice product easy connectivity option mobile also awesome build quality nikkon otherwise nice,1
611,camera good quality awesomethanks amazon,1
612,best product shipped amazon really trust amazon packing everything,1
613,well cost excellent additional connect,1
614,camera paired vivo phone sure paired rest good camera performance excellent,1
615,nice piece work beginner image quality expectation portrait mode responding expected,1
616,easy handle quite good dslr beginner learn photography necessary function,1
617,good youtube video available learning feature operation camera excellent product point view,1
618,perfect camera beginner,1
619,wont regret really looking entry level camera price,1
620,worst product poor quality picture pictur mode working also difficult operate,0
621,awesome product beginner,1
622,goodquality,1
623,continuous video recording good automatically,1
624,picture quality,1
625,dslr camera best beginner itgood battery life,1
626,happy amazon genuine deal,1
627,quality canon awsome beginner happy picture quality,1
628,picture clarity colour tone picture anyevery setting worst smart phone,1
629,liked product affordable good beginner,1
630,product quality good,1
631,best dslr,1
632,beginner master value moneygot,1
633,happy,1
634,excellent bought billion offer complaint,1
635,good expected,1
636,best camera beginner,1
637,great camera perfect product young photographer useful nature function,1
638,first dslr lens amazingyou check profile instagram shutterexpo,1
639,great product deal,1
640,good starter super magnificent decent enough normal familyok might sufficient monkey dslr,1
641,product nice sometimes autofocus work,1
642,nice camerashmoot shooteisy learning best video qualitythanks amazonlove,1
643,canon camera battery memory card camera missing dslr body modelproduct worst,0
644,seal brokenlooks like camera oldtrust broken amazoncello tape clearly visible,1
645,good beginner,1
646,first cameranice productnice dilheveryvalue moneygo starspicture quality good,1
647,good,1
648,love,1
649,nice,1
650,awesome camera resonable price thanks amazon best dslr beginner,1
651,good,1
652,awesome product,1
653,best beginner easy usegenuine product amazon,1
654,everything good packageing product received data cable warrenty detail properly given warrenty card,1
655,nice product price best product thanks amazon,1
656,awesomemust,1
657,quality picture image,0
658,incredible quality price range,1
659,beginner,1
660,sturdy product easy connects phone easily image quality good battery life outstanding satisfied product amazing deal amazon,1
661,damn awsome camera,0
662,first dslrvery good dslr beginersgood image qualitygood build qualitygood material used,1
663,purchase amazon memory card camera,0
664,offer price,1
665,bought gifted someone opened today said missing charging case embarrassed heard,0
666,nice product begginers,1
667,itsokbutdata cable missing,0
668,valued product perfect beginner,1
669,loved cheap price good product,1
670,awsm product,1
671,photo look awesome know professional camera,1
672,camera good biggeners lens provided good enough take good photo,1
673,happy,1
674,nice,1
675,superb,1
676,good product want record video need adjust focus manually need portrait lens focusing obejct,1
677,high price flipkart,1
678,nice dslr decent price,1
679,excellent,1
680,camera good beginnerspicture quality also nice,1
681,good quality photo getting good easy handle vifi advantage,1
682,nice,1
683,using dslr camera camera suggest dont camera,0
684,picture quality like normal camera rangepretty unsatisfactory,1
685,awesome camera beginner,1
686,best class,1
687,good prodect good picture quality,1
688,nice picture quality good light,1
689,loved product great picture,1
690,camera,1
691,gifted enjoying,1
692,nice product canon good begginers amazon promise best delivery original otem,1
693,quality picture average,1
694,good,1
695,bought amazon prime sale good product beginner click amazing picture inbuilt mode adjust setting automatically,1
696,price deviation cant expect week price reduced never expected,1
697,exlent camaranice photoimages highfuture powerfulprice lowsuper camaraexlent item,1
698,dont expect easy image like mobile phoneif beginner need learn operate,1
699,recommend beginner option easily undestandthe best option would body plus prime,1
700,perfect intraoral photography,1
701,enjoy first camera,1
702,awesome product first canon beginner satisfied product auto focus image stabilization perfect,1
703,good product must,1
704,best choice beginner good quality image would amzing include lense apart lensesofcourse bundle price,1
705,card like memory card hold show case,1
706,excellent camera,1
707,upto date product rock bottom price,1
708,superb quality,1
709,good dslr camera beginnersif beginner want learn photography blindly camera value money,1
710,best camera beginner image quality also great,1
711,good,1
712,amazing,1
713,good camera beginner budget camerasit best segment,1
714,good close photo,1
715,good product,1
716,working fine every aspect,1
717,product best,1
718,perfect,1
719,photo quality well amazing video autofocus proper focusing dont likebut great photo,1
720,great product,1
721,good,1
722,perfect camerapicture quality battery life easy,1
723,okay product easy handle overall okayentry level camera,1
724,superb,1
725,good feature good value money ideal would like click good quality photo,1
726,value moneysuper picture quality,1
727,best camera range suit beginnernot professional,1
728,best entry level dslr cheapest amazon,1
729,received complete accessory mentioned time making order,1
730,earphon missing,0
731,best beginner best price range,1
732,nice,1
733,beautiful quality pictureseasy transfer picture camera phonemultiple feature available easy camera,1
734,good,1
735,time hanging,1
736,nice,1
737,think appario retail private sent used lens image blurry,0
738,best camera beginner,1
739,decent camera beginner,1
740,good product focus quality product good,1
741,good start,1
742,auto focus little slow price product,1
743,according price good product beginner mode feature easy learn,1
744,camera poor quality note battery backup picture quality amazoni ordered quality completely useless amazon return replacement given,0
745,nice product,1
746,good beginner,1
747,perfect beginner even semi prof amazing easy handle,1
748,good beginner vlogging photo good camera,1
749,good,1
750,basically beginnersoverall excellent shot dynamic range buit quality,1
751,good,1
752,nice camera,1
753,product beginner,1
754,best camera beginner used satisfied overall performance,1
755,entry level dslr average performance,1
756,likesbuild qualitypicture quality lightwifi enableddislikesbattery,1
757,bought camera zoom lens sale great feature easy amateur zoom lens work like magicgreat,1
758,really superb value money thanks amazon,1
759,doubt camera good,1
760,good,1
761,everything good,1
762,thing even month since battery damaged,0
763,good,1
764,poor quality product,0
765,good,1
766,bought camera month backawesome camera feature work nicely till,1
767,perfect camera starter love suggest staarters,1
768,worth buying price range,1
769,awesome,1
770,excellent camera carry good,1
771,camera really worth every penny beginner must fell love quality picture there much,1
772,nice budget dslr,1
773,good camera personal professional usage battery life good awesome picture quality like,1
774,camera best camerafor beginnersi like canon colour better nikon,1
775,awesome camera everyonwhat quality video photoi loved camerathankyou amazon,1
776,occurred first product,0
777,simply product value money camera quality superb opinion personal experience,1
778,good camera beginner issue battery time charge took snap compared nikon snap,1
779,beginner user good choice,1
780,portrait photography best beginner,1
781,good picture quality,1
782,high range camera require training operate otherwise people purchase online damaged improper handling,0
783,bared much amount atleast memory card provided,1
784,good camera beginner picture quality good highly recommended camera,1
785,best product beginnergot discounted rate,1
786,awesome camera excellently working condition even image quqlity outstanding better also affordable beginner,1
787,much good beginers medium much clarity standard coming,1
788,excellent image quality,1
789,good,1
790,would totally recommend beginner wanting lowend dslr plus great deal amazon,1
791,happy purchase,1
792,best better camera forever beginner,1
793,truely best dslr beginner,1
794,need must,1
795,every thing perfect shown beginner really good love,1
796,must best camera entry level segment picture quality superior rangeexploring world,1
797,best beginner,1
798,worth money,1
799,perfect beginner,1
800,camera satisfied,1
801,return personal reason,1
802,best qaulity,1
803,best choice beginner photography much long timemust buyi loved,1
804,first dslr thanks amazon lighy weight good camera,1
805,best camere,1
806,professional type want learn operate dslr camera help,1
807,best beginnersi love camera,1
808,prime sale happy nice product,1
809,first dslrarrived today photo look nice good connectivity mobile wifi light weight,1
810,every thing right except picture quality,1
811,good product,1
812,amazing product canon beginner snap adorable gonna love thanks amazon best deal timing delivery,1
813,loved good beginner photo awsome,1
814,hwppy purchase thank,1
815,asked gift wrap item nabut delivered without giftwrap,1
816,thanks alot nice product seller really helpful helped setting thanks alot,1
817,thks amazon department happy camera packing performance goodbuy beginnershappy amazon manager,1
818,best camera beginner easy handle,1
819,fixing external flash trigger firing know anyone resolve problem give reply,1
820,stepping photography great learning,1
821,excellent product,1
822,nice camera beginersnice picture quality fair battery lifealso canon camera easy usehappy,1
823,nice camera quality handling good buying please lens,1
824,value moneygood dslrexposure quality good,1
825,loved camera best first timer easy learn understand basic dslrs,1
826,nice,1
827,good dslr beginner hdfc card worth,1
828,thanks product prompt delivery time,1
829,excellent product,1
830,good,1
831,liked performance stabilityclearity also competitive price,1
832,nice quality auto focus,1
833,good,1
834,nice product lens nicesingle lens doesnt give much blurring effect,1
835,really great start,1
836,nice camera thank amazon,1
837,excellent camera good packaging amazon damaged canon never faced issue amazon,1
838,best dslr begginersit give quality advanced lens camerathe price also good,1
839,good,1
840,good,1
841,product beginnersgood quality photo,1
842,nice packing safety product damage superb seller amazon,1
843,beginner suggest manual mode also better innovative,1
844,nice product received within order click nice good beginner,1
